,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
65,65,0,0.630299985,"would, work, time, loan, home, process, read, great, lender, rate","['stephanie', 'team', 'fantastic', 'helpful', 'responsive', 'lender', '’', 'ever', 'worked', 'really', 'go', 'way', 'provide', 'best', 'customer', 'service', 'possible', 'would', 'recommend', 'anyone']"
66,66,2,0.512300014,"loan, process, time, closing, u, read, mortgage, rate, great, would","['process', 'simple', 'straightforward', 'unlike', 'lender', 'continually', 'ask', 'provide', 'documentation', 'repeatedly', 'happy', 'quickly', 'easily', 'loan', 'took', 'start', 'finish', 'loan', 'officer', 'matthew', 'mcdevitt', 'available', 'needed', 'overbearing', 'previous', 'poor', 'experience', 'lender', 'made', 'numerous', 'promise', 'even', 'writing', 'closing', 'approached', 'changed', 'deal', 'dramatic', 'fashion', 'caused', 'u', 'eventually', 'decide', 'move', 'forward', 'deal', 'happened', 'faster', 'anticipated', 'literally', 'hangups', 'would', 'totally', 'recommend', 'guaranteed', 'rate', 'question', 'using', 'online', 'lender', 'several', 'trusted', 'source', 'pointed', 'u', 'direction', 'fairness', 'considered', 'dont', 'really', 'personally', 'know', 'local', 'banker', 'either', 'lack', 'facetoface', 'interaction', 'stop', 'type', 'business', 'take', 'part', 'daily', 'hope', 'never', 'move', 'ready', 'finance', 'check', 'guaranteed', 'rate', 'read']"
67,67,1,0.990700006,"loan, process, would, u, read, recommend, home, mortgage, team, time","['working', 'loan', 'consultant', 'nasb', 'told', 'would', 'give', 'rate', '%', 'year', 'fixed', 'loan', 'total', 'closing', 'cost', '$', 'asked', 'send', 'good', 'faith', 'estimate', 'good', 'faith', 'estimate', 'came', 'total', 'closing', 'cost', '$', '$', 'mentioned', 'conversation', 'called', 'explanation', 'extra', '$', 'said', 'state', 'tax', 'aware', 'explanation', 'knew', 'state', 'beginning', 'repeatedly', 'asked', 'total', 'closing', 'cost', 'time', 'repeatedly', 'said', '$', 'loan', 'consultant', 'known', 'something', 'like', 'state', 'tax', 'might', 'come', 'later', 'mentioned', 'supposed', 'know', 'different', 'compoentsfees', 'tax', 'apply', 'closing', 'everyday', 'could', 'honest', 'beginning', 'expected', 'honest', 'communication', 'loan', 'consultant', 'nasb', 'bank', 'receive', 'disappointed', 'read']"
68,68,1,0.985199988,"loan, process, would, u, read, recommend, home, mortgage, team, time","['rc', 'excellent', 'work', 'straight', 'shooter', 'honorable', 'fellow', 'veteran', 'ensured', 'understood', 'happening', 'expect', 'long', 'would', 'take', 'cant', 'recommend', 'anyone', 'lending', 'need', 'working', 'va', 'loan', 'need', 'loan', 'officer', 'know', 'great', 'personally', 'ensure', 'closing', 'time', 'even', 'extremely', 'slow', 'appraiser', 'meet', 'deadline', 'causing', 'delay', 'still', 'closed', 'time', 'thanks', 'rc', 'professionalism', 'dedication', 'keep', 'word', 'team', 'great', 'work', 'well', 'read']"
69,69,1,0.576399982,"loan, process, would, u, read, recommend, home, mortgage, team, time","['applied', 'three', 'different', 'lender', 'two', 'came', 'across', 'organized', 'responsive', 'caring', 'application', 'filed', 'rate', 'locked', 'sent', 'application', 'review', 'many', 'error', 'took', 'forever', 'make', 'correction', 'emailed', 'called', 'inquire', 'status', 'loan', 'took', 'nearly', 'week', 'get', 'reply', 'emailed', 'later', 'ask', 'appraisal', 'would', 'ordered', 'almost', 'another', 'week', 'went', 'got', 'reply', 'poor', 'communication', 'customer', 'even', 'though', 'applied', 'another', 'lender', 'week', 'applied', 'pacific', 'asked', 'sign', 'doc', 'lender', 'appraisal', 'even', 'ordered', 'pacific', 'frustrating', 'recommend', 'read']"
70,70,2,0.967800021,"loan, process, time, closing, u, read, mortgage, rate, great, would","['first', 'time', 'home', 'buyer', 'process', 'daunting', 'brandon', 'great', 'guide', 'entire', 'process', 'feel', 'absolute', 'best', 'provide', 'fair', 'rate', 'responsive', 'helpful', 'question', 'assure', 'use', 'next', 'home', 'purchase']"
71,71,0,0.98119998,"would, work, time, loan, home, process, read, great, lender, rate","['ten', 'year', 'since', 'bought', 'house', 'little', 'nervous', 'could', 'afford', 'time', 'around', 'going', 'process', 'adam', 'couldnt', 'better', 'work', 'great', 'communicating', 'making', 'feel', 'ease', 'got', 'u', 'best', 'rate', 'dream', 'work', 'completely', 'took', 'anxiety', 'home', 'buying', 'regret', 'using', 'knowledgeable', 'tell', 'really', 'care', 'read']"
72,72,0,0.978799999,"would, work, time, loan, home, process, read, great, lender, rate","['adam', 'came', 'highly', 'recommended', 'first', 'time', 'spoke', 'clear', 'friendly', 'professional', 'knowledgeable', 'worked', 'hard', 'ensure', 'taken', 'care', 'aspect', 'beyond', 'necessary', 'effective', 'communication', 'skill', 'brought', 'personal', 'touch', 'closed', 'sending', 'u', 'hand', 'written', 'note', 'congratulation', 'recommend', 'everyone', 'know', 'buying', 'house', 'read']"
73,73,1,0.986199975,"loan, process, would, u, read, recommend, home, mortgage, team, time","['first', 'time', 'homebuyer', 'walking', 'blindly', 'bryant', 'became', 'guide', 'recall', 'telling', 'dont', 'speak', 'mortgage', 'problem', 'bryant', 'kind', 'understanding', 'genuinely', 'cared', 'throughout', 'entire', 'process', 'online', 'application', 'day', 'became', 'homeowner', 'prompt', 'always', 'gave', 'clear', 'explanation', 'happening', 'next', 'step', 'path', 'would', 'best', 'interest', 'even', 'bump', 'road', 'smooth', 'would', 'recommend', 'bryant', 'anyone', 'seeking', 'financial', 'wisdom', 'buyingrefinancing', 'process', 'read']"
74,74,1,0.935199976,"loan, process, would, u, read, recommend, home, mortgage, team, time","['aweful', 'experience', 'term', 'service', 'followup', 'overall', 'experience', 'would', 'recommend', 'anyone', 'least', 'louisville', 'ky', 'office', 'loan', 'submitted', 'may', 'told', 'loan', 'mgr', 'daniel', 'dunlop', 'expect', 'closing', 'day', 'august', 'still', 'havent', 'closed', 'worse', 'part', 'take', 'average', 'day', 'anyone', 'followup', 'phone', 'call', 'loan', 'mgr', 'daniel', 'dunlop', 'stopped', 'working', 'said', 'wasnt', 'making', 'enough', 'money', 'loan', 'pulled', 'week', 'hearing', 'anyone', 'find', 'going', 'loan', 'finally', 'called', 'corporate', 'office', 'chicago', 'one', 'calling', 'back', 'freddy', 'western', 'branch', 'manager', 'call', 'followup', 'worse', 'daniel', 'may', 'advertise', 'low', 'apr', 'come', 'big', 'price', 'worth', 'read']"
75,75,2,0.968200028,"loan, process, time, closing, u, read, mortgage, rate, great, would","['joey', 'knowledgeable', 'accessible', 'maintained', 'positive', 'attitude', 'throughout', 'complex', 'refinancing', 'process', 'true', 'partner', 'functionary', 'paperwork', 'trusted', 'judgment', 'never', 'failed', 'also', 'great', 'sense', 'humor']"
76,76,2,0.990199983,"loan, process, time, closing, u, read, mortgage, rate, great, would","['worked', 'kory', 'klossner', 'loan', 'officer', 'nasb', 'confirming', 'could', 'offer', 'much', 'lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pro', 'con', 'different', 'loan', 'type', 'conventional', 'versus', 'va', 'loan', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payment', 'closing', 'cost', 'never', 'felt', 'like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'option', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstance', 'kory', 'went', 'beyond', 'make', 'feel', 'comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'star', 'read']"
77,77,0,0.90109998,"would, work, time, loan, home, process, read, great, lender, rate","['friendly', 'knowledgeable', 'experienced', 'industry', 'one', 'best', 'company', 'ive', 'business', 'would', 'use', 'upon', 'next', 'purchase', 'home', 'refinance', 'jim', 'moore', 'team', 'best', 'raleigh', 'north', 'carolina', 'look', 'forward', 'guaranteed', 'rate', 'family', 'smiling']"
78,78,0,0.5352,"would, work, time, loan, home, process, read, great, lender, rate","['worked', 'steven', 'castaneda', 'year', 'back', 'looking', 'building', 'ended', 'getting', 'pregnant', 'deciding', 'hold', 'steve', 'push', 'harass', 'call', 'email', 'appreciated', 'year', 'later', 'decided', 'move', 'forward', 'sale', 'purchase', 'remembered', 'helpful', 'time', 'spent', 'explaining', 'thing', 'contacted', 'helpful', 'waking', 'answering', 'question', 'process', 'knew', 'little', 'home', 'buying', 'really', 'appreciated', 'time', 'closed', 'dream', 'home', 'everything', 'went', 'smooth', 'read']"
79,79,0,0.973999977,"would, work, time, loan, home, process, read, great, lender, rate","['wesley', 'white', 'worked', 'tirelessly', 'patiently', 'get', 'loan', 'approved', 'closed', 'despite', 'several', 'obstacle', 'challenge', 'responsive', 'reassuring', 'encouraging', 'even', 'complicated', 'situation', 'trust', 'work', 'hard', 'possible', 'help', 'meet', 'goal', 'would', 'definitely', 'call', 'lending', 'need']"
80,80,2,0.963999987,"loan, process, time, closing, u, read, mortgage, rate, great, would","['anthony', 'marroquin', 'team', 'knowledgeable', 'provided', 'clarity', 'entire', 'refi', 'process', 'looking', 'credible', 'costeffective', 'efficient', 'solution', 'oriented', 'mortgage', 'broker', 'go', 'anthony', 'marroquin', 'dlj', 'financial']"
81,81,1,0.931100011,"loan, process, would, u, read, recommend, home, mortgage, team, time","['june', 'extremely', 'attentive', 'responsive', 'throughout', 'process', 'addition', 'courteous', 'pleasure', 'work']"
82,82,1,0.923699975,"loan, process, would, u, read, recommend, home, mortgage, team, time","['excellent', 'service', 'always', 'called', 'emailed', 'give', 'status', 'loan', 'accommodating']"
83,83,0,0.947899997,"would, work, time, loan, home, process, read, great, lender, rate","['rob', 'helpful', 'getting', 'loan', 'closed', 'issue', 'end', 'didnt', 'know', 'still', 'able', 'get', 'done', 'time']"
84,84,0,0.961499989,"would, work, time, loan, home, process, read, great, lender, rate","['miserable', 'experience', 'screwed', 'everything', 'imaginable', 'never', 'accepted', 'responsibility', 'error', 'wouldnt', 'recommend', 'purchase', 'doghouse', 'much', 'le', 'purchasing', 'new', 'home']"
85,85,0,0.980300009,"would, work, time, loan, home, process, read, great, lender, rate","['cant', 'begin', 'express', 'happiness', 'working', 'aaron', 'professional', 'knowledgeable', 'literally', 'ended', 'saving', 'thousand', 'dollar', 'loan', 'thought', 'good', 'rate', 'spoke', 'able', 'lower', 'almost', 'full', '%', 'saved', 'u', 'hundred', 'dollar', 'per', 'month', 'able', 'get', 'everything', 'approvedclosed', 'tight', 'timeline', 'le', 'week', 'highly', 'recommend', 'read']"
86,86,2,0.985700011,"loan, process, time, closing, u, read, mortgage, rate, great, would","['chaz', 'fantastic', 'throughout', 'entire', 'lending', 'process', 'share', 'challenge', 'original', 'underwriter', 'fault', 'chase', 'yet', 'stepped', 'quickly', 'rectify', 'issue', 'glue', 'kept', 'deal', 'together', 'challenge', 'first', 'property', 'falling', 'last', 'minute', 'yet', 'chaz', 'kept', 'spirit', 'assisted', 'quickly', 'transitioning', 'new', 'much', 'better', 'property', 'end', 'say', 'enough', 'positive', 'thing', 'chaz', 'consummate', 'professional', 'responsive', 'would', 'highly', 'recommend', 'business', 'plan', 'staying', 'touch', 'future', 'opportunity']"
87,87,0,0.612600029,"would, work, time, loan, home, process, read, great, lender, rate",['bad']
88,88,2,0.768299997,"loan, process, time, closing, u, read, mortgage, rate, great, would","['first', 'home', 'purchas', 'however', 'peter', 'monica', '’', 'support', 'made', 'easy', 'smooth', 'process', 'always', 'hear', 'stress', 'challenge', 'buying', 'house', 'day', 'peter', 'called', 'told', 'good', 'go', 'would', 'closing', 'couple', 'week', 'laughed', 'honestly', 'thought', 'joking', '’', 'simple', 'quick', 'loan', 'actually', 'able', 'enjoy', 'entire', 'process', 'application', 'closing', 'response', 'time', 'email', 'unbelievable', 'would', 'response', 'within', 'minute', 'almost', 'hour', 'day', 'exceeded', 'bar', 'customer', 'service', 'would', 'given', 'star', 'option', 'extremely', 'fast', 'loan', 'process', 'got', 'outstanding', 'rate', 'continued', 'call', 'way', 'closing', 'make', 'sure', 'everything', 'going', 'well', '’', 'market', 'buy', 'home', 'refinance', 'peter', 'team', 'one', 'thank', 'much', 'never', 'thank', 'enough', 'best', 'read']"
89,89,1,0.906400025,"loan, process, would, u, read, recommend, home, mortgage, team, time","['professional', 'kept', 'u', 'uptodate', 'progress', 'loan', 'accommodating']"
90,90,1,0.935599983,"loan, process, would, u, read, recommend, home, mortgage, team, time","['writing', 'review', 'share', 'ended', 'unpleasant', 'experience', 'kirk', 'gay', 'pacific', 'beneficial', 'mortgage', 'potential', 'customer', 'first', 'time', 'homebuyer', 'originally', 'going', 'go', 'local', 'mortgage', 'broker', 'loan', 'wanted', 'shop', 'around', 'potential', 'better', 'rate', 'used', 'lendingtree', 'kirk', 'contacted', 'original', 'lender', 'offered', 'pay', 'home', 'appraisal', 'writing', 'wanting', 'compete', 'kirk', 'said', 'would', 'pay', 'appraisal', 'stated', 'writing', 'asked', 'letter', 'lender', 'provided', 'could', 'get', 'permission', 'pacific', 'beneficial', 'pay', 'appraisal', 'kirk', 'confirmed', 'would', 'paying', 'appraisal', 'happy', 'kirk', 'accommodate', 'customer', 'however', 'closed', 'home', 'cost', 'appraisal', 'final', 'buyer', '’', 'statement', '$', 'kirk', 'said', 'would', 'paying', 'appraisal', 'thought', 'would', 'reimbursed', 'reached', 'kirk', 'via', 'email', 'close', 'got', 'response', '“', 'paid', 'appraisal', 'upfront', 'get', 'reimbursed', '”', 'reached', 'kirk', 'two', 'time', 'via', 'email', 'response', 'called', 'office', 'spoke', 'kirk', '’', 'bos', '’', 'admin', 'instructed', 'reach', 'kirk', '’', 'bos', 'adam', 'carrion', 'received', 'email', 'response', 'kirk', 'stating', 'lender', 'credit', 'received', 'le', 'appraisal', 'would', 'receive', 'cover', 'cost', 'despite', 'fact', 'entering', 'loan', 'kirk', 'told', 'pacific', 'beneficial', 'would', 'paying', 'appraisal', 'would', 'receiving', 'lender', 'credit', 'kirk', 'asked', 'call', 'left', 'voicemail', 'never', 'called', 'back', 'called', 'kirk', 'leaving', 'voicemail', 'response', 'began', 'reaching', 'bos', 'adam', 'carrion', 'via', 'email', 'continue', 'explain', 'situation', 'receive', 'email', 'kirk', 'asking', 'call', 'left', 'voicemail', 'received', 'response', 'called', 'adam', 'spoke', 'phone', 'receive', 'call', 'kirk', 'offering', 'nominal', 'amount', 'money', 'stated', 'wanted', 'reimbursed', 'entire', 'appraisal', 'amount', 'said', 'would', 'go', 'back', 'power', 'see', 'could', 'never', 'heard', 'reached', 'kirk', 'adam', 'via', 'email', 'check', 'status', 'response', 'next', 'day', 'reached', 'voicing', 'displeasure', 'going', 'take', 'action', 'via', 'review', 'received', 'email', 'kirk', 'accusing', 'extorting', 'want', 'potential', 'customer', 'know', 'occurred', 'misled', 'treated', 'terribly', 'customer', 'kirk', 'paid', 'commission', 'extremely', 'disappointing', 'brokerage', 'would', 'go', 'length', '$', 'fact', 'promised', 'customer', 'read']"
91,91,1,0.970700026,"loan, process, would, u, read, recommend, home, mortgage, team, time","['jason', 'june', 'team', 'amazing', 'job', 'third', 'refinance', 'pacific', 'beneficial', 'closed', 'week', 'impressed', 'would', 'recommend', 'anyone', 'looking', 'mortgage', 'refi', 'ca', 'loan', 'cost', 'appraisal', 'waived', 'thanks', 'guy']"
92,92,0,0.977800012,"would, work, time, loan, home, process, read, great, lender, rate","['mary', 'connolly', 'staff', 'well', 'upper', 'management', 'nothing', 'helpful', 'entire', 'process', 'mary', 'special', 'lady', 'took', 'time', 'understood', 'goal', 'helped', 'achieve', 'never', 'made', 'feel', 'uncomfortable', 'nervous', 'situation', 'always', 'available', 'help', 'needed', 'answer', 'found', 'wonderful', 'people', 'work', 'read']"
93,93,0,0.994199991,"would, work, time, loan, home, process, read, great, lender, rate","['preapproved', 'guaranteed', 'rate', 'information', 'including', 'extensive', 'application', 'full', 'access', 'credit', 'information', 'course', 'stopped', 'dealing', 'lender', 'made', 'offer', 'entered', 'monthslong', 'process', 'responding', 'multiple', 'request', 'documentation', 'everything', 'clearly', 'spelled', 'application', 'needed', 'corroboration', 'whenever', 'sent', 'something', 'would', 'call', 'day', 'later', 'say', 'underwriting', 'required', 'something', 'else', 'account', 'new', 'govt', 'regulation', 'note', 'looking', 'consolidate', 'st', 'mortgage', 'home', 'total', 'asking', 'le', '%', 'home', 'value', 'finally', 'received', 'call', 'loan', 'contact', 'saying', 'credit', 'card', 'balance', 'high', 'couldnt', 'give', 'loan', 'unless', 'paid', 'first', 'information', 'along', 'preapproved', 'fact', 'primary', 'reason', 'refinancing', 'get', 'monthly', 'mortgage', 'payment', 'lower', 'pay', 'credit', 'card', 'balance', 'basically', 'said', 'response', 'acceptable', 'eventually', 'got', 'done', 'however', 'would', 'never', 'recommend', 'thing', 'would', 'give', 'high', 'point', 'responsiveness', 'least', 'agreed', 'go', 'got', 'back', 'quicker', 'anyone', 'didnt', 'go', 'lender', 'offering', 'similar', 'rate', 'werent', 'getting', 'back', 'fast', 'gauranteed', 'rate', 'went', 'however', 'process', 'dragged', 'month', 'almost', 'werent', 'going', 'give', 'loan', 'buyer', 'beware', 'read']"
94,94,1,0.970700026,"loan, process, would, u, read, recommend, home, mortgage, team, time","['jason', 'june', 'team', 'amazing', 'job', 'third', 'refinance', 'pacific', 'beneficial', 'closed', 'week', 'impressed', 'would', 'recommend', 'anyone', 'looking', 'mortgage', 'refi', 'ca', 'loan', 'cost', 'appraisal', 'waived', 'thanks', 'guy']"
95,95,2,0.969200015,"loan, process, time, closing, u, read, mortgage, rate, great, would","['great', 'web', 'interface', 'loan', 'application', 'document', 'upload', 'download', 'feature', 'quick', 'response', 'question', 'concern', 'willingness', 'communicate', 'almost', 'exclusively', 'via', 'emailas', 'phone', 'call', 'werent', 'always', 'option', 'u']"
96,96,2,0.981100023,"loan, process, time, closing, u, read, mortgage, rate, great, would","['upfront', 'learn', 'mistake', 'trusted', 'loan', 'officer', 'zero', 'point', 'rate', 'option', 'closing', 'loan', 'convinced', 'initially', 'sign', 'good', 'faith', 'estimate', 'higher', 'rate', 'plus', 'lender', 'credit', 'running', 'number', 'lower', 'interest', 'favorable', 'asking', 'im', 'charge', 'point', 'look', 'like', 'good', 'word', 'beginning', 'please', 'careful', 'dealing', 'lender']"
97,97,1,0.963500023,"loan, process, would, u, read, recommend, home, mortgage, team, time","['salesperson', 'kept', 'pushing', 'cash', 'refi', 'even', 'told', 'im', 'looking', 'heloc', 'specifically', 'hang', 'said', 'quoted', 'better', 'rate', 'td', 'bank', 'ridiculous']"
98,98,2,0.976899981,"loan, process, time, closing, u, read, mortgage, rate, great, would","['absolutely', 'best', 'service', 'used', 'twice', 'loan', 'preferred', 'lender', 'send', 'client', 'answer', 'question', 'application', 'close', 'jo', 'ann', 'extremely', 'knowledgeable', 'work', 'well', 'first', 'time', 'repeat', 'buyer', 'team', 'make', 'sure', 'everything', 'go', 'smoothly', 'close', 'tine', 'exceptional', 'service']"
99,99,1,0.940100014,"loan, process, would, u, read, recommend, home, mortgage, team, time","['great', 'job', 'wyndham', 'capital', 'person', 'professional', 'helped', 'u', 'move', 'refinance', 'process', 'smoothly', 'thank']"
100,100,2,0.967700005,"loan, process, time, closing, u, read, mortgage, rate, great, would","['fred', 'awesome', 'work', 'knowledgeable', 'field', 'quick', 'respond', 'call', 'email', 'made', 'sure', 'loan', 'stayed', 'track', 'closed', 'time', 'day', 'day', 'put', 'contract', 'house', 'highly', 'recommend', 'fred']"
101,101,1,0.520200014,"loan, process, would, u, read, recommend, home, mortgage, team, time","['experience', 'reliance', 'wasnt', 'good', 'st', 'ran', 'hard', 'inquires', 'credit', 'authorize', 'process', 'pursuing', 'potential', 'legal', 'action', 'nd', 'rep', 'corey', 'scheduled', 'appraisal', 'took', 'week', 'get', 'back', 'nothing', 'done', 'speed', 'process', 'nd', 'started', 'process', 'sept', 'jan', 'next', 'year', 'almost', 'still', 'closed', 'still', 'getting', 'request', 'loan', 'processor', 'absolutely', 'ridiculous', 'rd', 'took', 'long', 'close', 'rate', 'offered', 'went', 'wasnt', 'even', 'notified', 'got', 'documentation', 'reliance', 'lock', 'initial', 'rate', 'like', 'rd', 'decided', 'use', 'refi', 'error', 'mistake', 'made', 'im', 'going', 'file', 'better', 'business', 'bureau', 'complaint', 'well', 'complaint', 'experience', 'use', 'read']"
102,102,1,0.972599983,"loan, process, would, u, read, recommend, home, mortgage, team, time","['beginning', 'lending', 'tree', 'took', 'excellent', 'care', 'u', 'buying', 'home', 'another', 'state', 'every', 'day', 'stayed', 'top', 'step', 'get', 'closing', 'completed', 'seller', 'requested', 'date', 'lt', 'team', 'worked', 'together', 'like', 'welloiled', 'machine']"
103,103,2,0.867799997,"loan, process, time, closing, u, read, mortgage, rate, great, would","['never', 'frustrated', 'company', 'apply', 'monday', 'contact', 'via', 'phone', 'email', 'almost', 'immediately', 'missed', 'call', 'email', 'mortgage', 'person', 'said', 'could', 'initially', 'communicate', 'email', 'get', 'ball', 'rolling', 'work', 'spend', 'entire', 'day', 'phone', 'emailedand', 'emailedand', 'emailedthen', 'kept', 'calling', 'emailed', 'even', 'emailed', 'customer', 'service', 'nothing', 'cant', 'even', 'get', 'courtesy', 'response', 'even', 'say', 'got', 'email', 'get', 'back', 'soon', 'would', 'perfectly', 'fine', 'hit', 'credit', 'nothing', 'show', 'someone', 'else', 'getting', 'business', 'dont', 'waste', 'time', 'read']"
104,104,2,0.690299988,"loan, process, time, closing, u, read, mortgage, rate, great, would","['completed', 'everything', 'time', 'get', 'u', 'quick', 'closing', 'helpful']"
105,105,1,0.932699978,"loan, process, would, u, read, recommend, home, mortgage, team, time","['friendly', 'knowledgeable', 'willing', 'answer', 'question', 'would', 'highly', 'recommend', 'refinance', 'home', 'loan']"
106,106,0,0.611699998,"would, work, time, loan, home, process, read, great, lender, rate","['horrible', 'experience', 'excellent', 'credit', 'plenty', 'income', 'etc', 'nasb', 'rep', 'made', 'ton', 'promise', 'get', 'u', 'sign', 'week', 'closing', 'disappeared', 'failed', 'give', 'u', 'lock', 'firm', 'closing', 'date', 'thankfully', 'sensed', 'problem', 'immediately', 'contacted', 'local', 'lender', 'got', 'u', 'loan', 'better', 'term', 'lower', 'rate', 'week', 'nasb', 'rep', 'constantly', 'complained', 'busy', 'many', 'matter', 'work', 'became', 'apparent', 'towards', 'end', 'sure', 'day', 'didnt', 'want', 'business', 'apparently', 'follow', 'reason', 'another', 'im', 'sure', 'good', 'lender', 'one', 'read']"
107,107,0,0.966499984,"would, work, time, loan, home, process, read, great, lender, rate","['nasb', 'amazing', 'work', 'preapproval', 'process', 'easy', 'informational', 'chose', 'home', 'closed', 'within', 'day', 'agreement', 'date', 'thanks', 'nasb', 'making', 'first', 'home', 'purchase', 'amazing', 'experience']"
108,108,1,0.75029999,"loan, process, would, u, read, recommend, home, mortgage, team, time","['informative', 'responsive']"
109,109,2,0.964100003,"loan, process, time, closing, u, read, mortgage, rate, great, would","['anthony', 'marroquin', 'team', 'knowledgeable', 'provided', 'clarity', 'entire', 'refi', 'process', 'looking', 'credible', 'costeffective', 'efficient', 'solution', 'oriented', 'mortgage', 'broker', 'go', 'anthony', 'marroquin', 'dlj', 'financial']"
110,110,1,0.780099988,"loan, process, would, u, read, recommend, home, mortgage, team, time","['pleasure', 'john', 'besides', 'fee', 'closing', 'cost', 'lower', 'broker', 'reached', 'john', 'involved', 'every', 'step', 'way', 'top', 'every', 'element', 'transaction', 'communicated', 'timely', 'nothing', 'left', 'chance', 'even', 'loan', 'ready', 'funded', 'one', 'week', 'prior', 'closing', 'day', 'shopped', 'around', 'compared', 'broker', 'know', 'made', 'great', 'decision', 'financially', 'peace', 'mind', 'going', 'john', 'would', 'hesitate', 'recommend', 'service', 'anyone', 'looking', 'home', 'loan', 'read']"
111,111,0,0.948300004,"would, work, time, loan, home, process, read, great, lender, rate","['team', 'great', 'work', 'experienced', 'professional', 'bump', 'seller', 'end', 'triumph', 'pushed', 'closed', 'time', 'thank', '’']"
112,112,0,0.978200018,"would, work, time, loan, home, process, read, great, lender, rate","['adam', 'came', 'highly', 'recommended', 'first', 'time', 'spoke', 'clear', 'friendly', 'professional', 'knowledgeable', 'worked', 'hard', 'ensure', 'taken', 'care', 'aspect', 'beyond', 'necessary', 'effective', 'communication', 'skill', 'brought', 'personal', 'touch', 'closed', 'sending', 'u', 'hand', 'written', 'note', 'congratulation', 'recommend', 'everyone', 'know', 'buying', 'house']"
113,113,2,0.879599988,"loan, process, time, closing, u, read, mortgage, rate, great, would","['loan', 'officer', 'really', 'big', 'help', 'patient', 'helped', 'save', 'money', 'closing', 'cost', 'thanks', 'would', 'definitely', 'refer', 'friend']"
114,114,0,0.960399985,"would, work, time, loan, home, process, read, great, lender, rate","['peter', 'team', 'great', 'work', 'professional', 'prompt', 'response', 'answered', 'question', 'somehow', 'got', 'u', 'closing', 'time', 'despite', 'various', 'roadblock', 'encountered']"
115,115,0,0.977800012,"would, work, time, loan, home, process, read, great, lender, rate","['smooth', 'experienceworking', 'va', 'loan', 'closing', 'time', 'nasb', 'extremely', 'easy', 'work', 'veteran', 'want', 'lender', 'understands', 'easily', 'fund', 'va', 'loan', 'nasb', 'meet', 'requirement', 'five', 'star', 'lender', 'worked', 'past', 'meet', 'nasbs', 'service', 'especially', 'closing', 'time', 'experience', 'recommend', 'highly']"
116,116,0,0.976899981,"would, work, time, loan, home, process, read, great, lender, rate","['dallas', 'goodlet', 'entire', 'team', 'deserving', 'special', 'thank', 'professional', 'come', 'closed', 'loan', 'day', 'another', 'competitor', 'originally', 'called', 'saving', 'u', 'thousand', 'current', 'lender', 'real', 'pleasure', 'getting', 'work', 'institution', 'class', 'act', 'like', 'dallas', 'great', 'job']"
117,117,2,0.970300019,"loan, process, time, closing, u, read, mortgage, rate, great, would","['jon', 'barrett', 'great', 'asset', 'husband', 'made', 'mortgage', 'loan', 'process', 'extremely', 'simple', 'quick', 'jon', 'knowledgeable', 'helpful', 'patient', 'accurate', 'would', 'suggest', 'anyone', 'shopping', 'mortgage', 'loan', 'give', 'jon', 'call']"
118,118,1,0.975199997,"loan, process, would, u, read, recommend, home, mortgage, team, time","['chris', 'waymire', 'team', 'spectacular', 'first', 'time', 'home', 'buyer', 'chris', 'w', 'triumph', 'lending', 'suggested', 'mutual', 'friend', 'chris', 'triumph', 'team', 'responsive', 'proactive', 'every', 'stage', 'deal', 'guy', 'real', 'deal', 'highly', 'recommend', 'financing', 'chris']"
119,119,1,0.899399996,"loan, process, would, u, read, recommend, home, mortgage, team, time","['pleasure', 'working', 'alex', 'couldnt', 'ask', 'better', 'lender']"
120,120,1,0.9296,"loan, process, would, u, read, recommend, home, mortgage, team, time","['mark', 'team', 'helpful', 'provided', 'great', 'experience', 'fast', 'closing', 'competitive', 'rate']"
121,121,2,0.9903,"loan, process, time, closing, u, read, mortgage, rate, great, would","['worked', 'kory', 'klossner', 'loan', 'officer', 'nasb', 'confirming', 'could', 'offer', 'much', 'lower', 'rate', 'financial', 'institution', 'took', 'additional', 'time', 'explain', 'pro', 'con', 'different', 'loan', 'type', 'conventional', 'versus', 'va', 'loan', 'kory', 'also', 'took', 'time', 'calculate', 'approximate', 'monthly', 'payment', 'closing', 'cost', 'never', 'felt', 'like', 'pressured', 'rushed', 'decision', 'fact', 'felt', 'quite', 'opposite', 'gave', 'whatever', 'time', 'needed', 'fully', 'understand', 'option', 'make', 'choice', 'right', 'based', 'upon', 'unique', 'circumstance', 'kory', 'went', 'beyond', 'make', 'feel', 'comfortable', 'biggest', 'financial', 'decision', 'life', 'thanks', 'kory', 'star', 'read']"
